PRODUCT SYMBOL,CONTRACT MONTH,CONTRACT YEAR,CONTRACT DAY,CONTRACT,PRODUCT DESCRIPTION,OPEN,HIGH,HIGH AB INDICATOR,LOW,LOW AB INDICATOR,LAST,LAST AB INDICATOR,SETTLE,PT CHG,EST. VOL,PRIOR SETTLE,PRIOR VOL,PRIOR INT,TRADEDATE
MGC,10,2021,,MGCV21,Micro Gold Futures,1791.0,1794.8,,1788.2,,1790.3,A,1792.3,-7.5,7,1799.8,9,103,11/30/2020
MGC,12,2021,,MGCZ21,Micro Gold Futures,1798.0,1800.3,,1783.0,,1794.0,B,1794.7,-7.6,20,1802.3,48,227,11/30/2020
MGC,02,2022,,MGCG22,Micro Gold Futures,1790.0,1790.0,,1790.0,,1787.7,A,1797.2,-7.6,1,1804.8,2,41,11/30/2020
MGC,04,2022,,MGCJ22,Micro Gold Futures,,,,,,1807.8,B,1800.1,-7.6,0,1807.7,,6,11/30/2020
MGC,06,2022,,MGCM22,Micro Gold Futures,1820.0,1820.0,,1792.0,,1803.9,B,1805.7,-7.6,2,1813.3,2,21,11/30/2020
MGC,08,2022,,MGCQ22,Micro Gold Futures,1812.5,1812.5,,1812.5,,1806.1,A,1807.2,-7.6,1,1814.8,10,9,11/30/2020
MGC,10,2022,,MGCV22,Micro Gold Futures,1815.0,1816.0,,1797.0,A,1806.2,B,1810.9,-7.6,4,1818.5,,,11/30/2020
MGT,02,2021,,MGTG21,Micro Gold Tas,,,,,,,,.0,UNCH,0,.0,,,11/30/2020
MGT,04,2021,,MGTJ21,Micro Gold Tas,,,,,,,,.0,UNCH,0,.0,,,11/30/2020
MGT,06,2021,,MGTM21,Micro Gold Tas,,,,,,,,.0,UNCH,0,.0,,,11/30/2020
MJP,11,2020,,MJPX20,Aluminum Japan Premium (platts) Futures,,,,,,,,95.58,UNCH,0,95.58,,585,11/30/2020
MJP,12,2020,,MJPZ20,Aluminum Japan Premium (platts) Futures,,,,,,,,102.00,UNCH,0,102.00,,485,11/30/2020
MJP,01,2021,,MJPF21,Aluminum Japan Premium (platts) Futures,,,,,,,,109.00,UNCH,0,109.00,10,250,11/30/2020
MJP,02,2021,,MJPG21,Aluminum Japan Premium (platts) Futures,,,,,,,,109.00,UNCH,0,109.00,10,250,11/30/2020
MJP,03,2021,,MJPH21,Aluminum Japan Premium (platts) Futures,,,,,,,,109.00,UNCH,0,109.00,10,250,11/30/2020
MJP,04,2021,,MJPJ21,Aluminum Japan Premium (platts) Futures,,,,,,,,109.00,UNCH,0,109.00,10,230,11/30/2020
MJP,05,2021,,MJPK21,Aluminum Japan Premium (platts) Futures,,,,,,,,109.00,UNCH,0,109.00,10,230,11/30/2020
MJP,06,2021,,MJPM21,Aluminum Japan Premium (platts) Futures,,,,,,,,109.00,UNCH,0,109.00,10,230,11/30/2020
MJP,07,2021,,MJPN21,Aluminum Japan Premium (platts) Futures,,,,,,,,109.00,UNCH,0,109.00,,220,11/30/2020
MJP,08,2021,,MJPQ21,Aluminum Japan Premium (platts) Futures,,,,,,,,109.00,UNCH,0,109.00,,220,11/30/2020
MJP,09,2021,,MJPU21,Aluminum Japan Premium (platts) Futures,,,,,,,,109.00,UNCH,0,109.00,,220,11/30/2020
MJP,10,2021,,MJPV21,Aluminum Japan Premium (platts) Futures,,,,,,,,109.00,UNCH,0,109.00,,220,11/30/2020
MJP,11,2021,,MJPX21,Aluminum Japan Premium (platts) Futures,,,,,,,,109.00,UNCH,0,109.00,,220,11/30/2020
MJP,12,2021,,MJPZ21,Aluminum Japan Premium (platts) Futures,,,,,,,,109.00,UNCH,0,109.00,,220,11/30/2020
QC,01,2021,,QCF21,E-mini Copper Futures,3.4540,3.5000,,3.4060,,3.4280,,3.4280,+.0220,32,3.4060,2,2,11/30/2020
QC,02,2021,,QCG21,E-mini Copper Futures,3.4800,3.4800,,3.4260,,3.4260,,3.4340,+.0220,4,3.4120,,4,11/30/2020
QC,03,2021,,QCH21,E-mini Copper Futures,3.4240,3.5040,B,3.4240,,3.4520,B,3.4380,+.0200,153,3.4180,78,249,11/30/2020
QC,04,2021,,QCJ21,E-mini Copper Futures,3.5000,3.5000,,3.5000,,3.4520,A,3.4420,+.0220,1,3.4200,,,11/30/2020
QC,05,2021,,QCK21,E-mini Copper Futures,,,,,,3.5000,B,3.4440,+.0220,0,3.4220,,,11/30/2020
QC,06,2021,,QCM21,E-mini Copper Futures,,,,,,3.4800,B,3.4460,+.0240,0,3.4220,,,11/30/2020
QC,07,2021,,QCN21,E-mini Copper Futures,,,,,,3.4740,B,3.4440,+.0220,0,3.4220,,,11/30/2020
QC,08,2021,,QCQ21,E-mini Copper Futures,,,,,,,,3.4440,+.0200,0,3.4240,,,11/30/2020
QC,09,2021,,QCU21,E-mini Copper Futures,,,,,,3.4740,B,3.4440,+.0220,0,3.4220,,,11/30/2020
QC,10,2021,,QCV21,E-mini Copper Futures,,,,,,,,3.4460,+.0220,0,3.4240,,,11/30/2020
QC,11,2021,,QCX21,E-mini Copper Futures,,,,,,,,3.4440,+.0220,0,3.4220,,,11/30/2020
QC,12,2021,,QCZ21,E-mini Copper Futures,,,,,,3.4740,B,3.4440,+.0220,0,3.4220,,,11/30/2020
QC,01,2022,,QCF22,E-mini Copper Futures,,,,,,,,3.4440,+.0220,0,3.4220,,,11/30/2020
QC,02,2022,,QCG22,E-mini Copper Futures,,,,,,,,3.4440,+.0220,0,3.4220,,,11/30/2020
QC,03,2022,,QCH22,E-mini Copper Futures,,,,,,,,3.4440,+.0220,0,3.4220,,,11/30/2020
QC,04,2022,,QCJ22,E-mini Copper Futures,,,,,,,,3.4460,+.0220,0,3.4240,,,11/30/2020
QC,05,2022,,QCK22,E-mini Copper Futures,,,,,,,,3.4460,+.0240,0,3.4220,,,11/30/2020
QC,06,2022,,QCM22,E-mini Copper Futures,,,,,,,,3.4480,+.0220,0,3.4260,,,11/30/2020
QC,07,2022,,QCN22,E-mini Copper Futures,,,,,,,,3.4460,+.0220,0,3.4240,,,11/30/2020
QC,08,2022,,QCQ22,E-mini Copper Futures,,,,,,,,3.4480,+.0220,0,3.4260,,,11/30/2020
QC,09,2022,,QCU22,E-mini Copper Futures,,,,,,,,3.4480,+.0220,0,3.4260,,,11/30/2020
QC,10,2022,,QCV22,E-mini Copper Futures,,,,,,,,3.4500,+.0240,0,3.4260,,,11/30/2020
QC,11,2022,,QCX22,E-mini Copper Futures,,,,,,,,3.4500,+.0240,0,3.4260,,,11/30/2020
QC,12,2022,,QCZ22,E-mini Copper Futures,,,,,,,,3.4500,+.0240,0,3.4260,,,11/30/2020
QC,03,2023,,QCH23,E-mini Copper Futures,,,,,,,,3.4520,+.0220,0,3.4300,,,11/30/2020
QC,05,2023,,QCK23,E-mini Copper Futures,,,,,,,,3.4560,+.0240,0,3.4320,,,11/30/2020
QC,07,2023,,QCN23,E-mini Copper Futures,,,,,,,,3.4580,+.0220,0,3.4360,,,11/30/2020
QC,09,2023,,QCU23,E-mini Copper Futures,,,,,,,,3.4620,+.0240,0,3.4380,,,11/30/2020
QC,12,2023,,QCZ23,E-mini Copper Futures,,,,,,,,3.4720,+.0220,0,3.4500,,,11/30/2020
QC,03,2024,,QCH24,E-mini Copper Futures,,,,,,,,3.4660,+.0220,0,3.4440,,,11/30/2020
QC,05,2024,,QCK24,E-mini Copper Futures,,,,,,,,3.4660,+.0240,0,3.4420,,,11/30/2020
QC,07,2024,,QCN24,E-mini Copper Futures,,,,,,,,3.4660,+.0220,0,3.4440,,,11/30/2020
QC,09,2024,,QCU24,E-mini Copper Futures,,,,,,,,3.4660,+.0220,0,3.4440,,,11/30/2020
QC,12,2024,,QCZ24,E-mini Copper Futures,,,,,,,,3.4720,+.0220,0,3.4500,,,11/30/2020
QC,03,2025,,QCH25,E-mini Copper Futures,,,,,,,,3.4720,+.0220,0,3.4500,,,11/30/2020
QC,05,2025,,QCK25,E-mini Copper Futures,,,,,,,,3.4720,+.0220,0,3.4500,,,11/30/2020
QC,07,2025,,QCN25,E-mini Copper Futures,,,,,,,,3.4740,+.0240,0,3.4500,,,11/30/2020
QC,09,2025,,QCU25,E-mini Copper Futures,,,,,,,,3.4740,+.0220,0,3.4520,,,11/30/2020
QI,01,2021,,QIF21,E-mini Silver Futures,22.6875,22.7500,,21.9625,,22.6625,A,22.5580,-.0310,40,22.5890,48,169,11/30/2020
QI,03,2021,,QIH21,E-mini Silver Futures,22.7750,22.8125,B,21.9625,,22.7125,,22.5930,-.0460,161,22.6390,163,346,11/30/2020
QI,05,2021,,QIK21,E-mini Silver Futures,22.2500,22.6875,,22.2500,,22.8125,B,22.6610,-.0500,10,22.7110,7,31,11/30/2020
QI,07,2021,,QIN21,E-mini Silver Futures,22.3500,22.5500,,22.3500,,22.8750,B,22.7290,-.0630,6,22.7920,,18,11/30/2020
QI,09,2021,,QIU21,E-mini Silver Futures,,,,,,22.9875,B,22.8000,-.0570,0,22.8570,,13,11/30/2020
QI,12,2021,,QIZ21,E-mini Silver Futures,,,,,,23.1000,B,22.9020,-.0570,2,22.9590,2,13,11/30/2020
QI,01,2022,,QIF22,E-mini Silver Futures,,,,,,23.0625,B,22.9270,-.0570,0,22.9840,,,11/30/2020
QI,03,2022,,QIH22,E-mini Silver Futures,,,,,,23.1250,B,22.9790,-.0570,0,23.0360,,1,11/30/2020
QI,05,2022,,QIK22,E-mini Silver Futures,,,,,,22.7250,A,23.0290,-.0570,0,23.0860,,,11/30/2020
QI,07,2022,,QIN22,E-mini Silver Futures,,,,,,22.8125,A,23.0800,-.0570,0,23.1370,,,11/30/2020
QI,09,2022,,QIU22,E-mini Silver Futures,,,,,,,,23.1030,-.0570,0,23.1600,,,11/30/2020
QO,02,2021,,QOG21,E-mini Gold Futures,1797.75,1797.75,,1767.50,,1779.75,A,1780.90,-7.20,809,1788.10,1590,2327,11/30/2020
QO,04,2021,,QOJ21,E-mini Gold Futures,1780.25,1786.50,,1776.00,,1782.75,A,1784.80,-7.30,6,1792.10,20,92,11/30/2020
QO,06,2021,,QOM21,E-mini Gold Futures,1790.00,1790.00,,1777.50,,1794.00,B,1787.60,-7.40,5,1795.00,5,82,11/30/2020
QO,08,2021,,QOQ21,E-mini Gold Futures,,,,,,1800.75,B,1790.20,-7.30,0,1797.50,,35,11/30/2020
QO,10,2021,,QOV21,E-mini Gold Futures,,,,,,1784.00,A,1792.30,-7.50,0,1799.80,,5,11/30/2020
QO,12,2021,,QOZ21,E-mini Gold Futures,1801.75,1805.50,,1801.75,,1786.25,A,1794.70,-7.60,3,1802.30,7,135,11/30/2020
QO,02,2022,,QOG22,E-mini Gold Futures,,,,,,1794.00,A,1797.20,-7.60,0,1804.80,,4,11/30/2020
QO,04,2022,,QOJ22,E-mini Gold Futures,,,,,,,,1800.10,-7.60,0,1807.70,,,11/30/2020
QO,06,2022,,QOM22,E-mini Gold Futures,,,,,,1809.50,A,1805.70,-7.60,0,1813.30,,,11/30/2020
QO,08,2022,,QOQ22,E-mini Gold Futures,,,,,,1803.50,A,1807.20,-7.60,0,1814.80,,,11/30/2020
QO,10,2022,,QOV22,E-mini Gold Futures,,,,,,1807.00,A,1810.90,-7.60,0,1818.50,,,11/30/2020
SGC,12,2020,,SGCZ20,Shanghai Gold (cnh) Futures,,,,374.00,A,374.00,A,378.15,UNCH,0,378.15,2,104,11/30/2020
SGC,01,2021,,SGCF21,Shanghai Gold (cnh) Futures,,,,,,,,379.15,UNCH,0,379.15,,,11/30/2020
SGC,02,2021,,SGCG21,Shanghai Gold (cnh) Futures,,,,371.40,A,371.40,A,380.15,UNCH,0,380.15,,57,11/30/2020
SGC,04,2021,,SGCJ21,Shanghai Gold (cnh) Futures,,,,,,374.40,A,382.15,UNCH,0,382.15,,,11/30/2020
SGC,06,2021,,SGCM21,Shanghai Gold (cnh) Futures,,,,,,376.40,A,384.15,UNCH,0,384.15,2,56,11/30/2020
SGC,08,2021,,SGCQ21,Shanghai Gold (cnh) Futures,,,,,,,,384.15,UNCH,0,384.15,,,11/30/2020
SGC,10,2021,,SGCV21,Shanghai Gold (cnh) Futures,,,,,,,,384.15,UNCH,0,384.15,,,11/30/2020
SGU,12,2020,,SGUZ20,Shanghai Gold (usd) Futures,,,,,,,,1781.20,UNCH,0,1781.20,,293,11/30/2020
SGU,01,2021,,SGUF21,Shanghai Gold (usd) Futures,,,,,,,,1784.10,UNCH,0,1784.10,,,11/30/2020
SGU,02,2021,,SGUG21,Shanghai Gold (usd) Futures,,,,1770.30,A,1770.30,A,1787.00,UNCH,0,1787.00,,54,11/30/2020
SGU,04,2021,,SGUJ21,Shanghai Gold (usd) Futures,,,,,,1786.30,A,1807.00,UNCH,0,1807.00,,,11/30/2020
SGU,06,2021,,SGUM21,Shanghai Gold (usd) Futures,,,,,,1803.20,A,1824.20,UNCH,0,1824.20,,56,11/30/2020
SGU,08,2021,,SGUQ21,Shanghai Gold (usd) Futures,,,,,,,,1844.20,UNCH,0,1844.20,,,11/30/2020
SGU,10,2021,,SGUV21,Shanghai Gold (usd) Futures,,,,,,,,1864.20,UNCH,0,1864.20,,,11/30/2020
SI,12,2020,,SIZ20,Silver Futures,22.740,22.740,,22.000,A,22.665,B,22.534,-.019,1577,22.553,18893,9444,11/30/2020
SI,01,2021,,SIF21,Silver Futures,22.740,22.750,,21.925,,22.685,B,22.558,-.031,858,22.589,1536,839,11/30/2020
SI,02,2021,,SIG21,Silver Futures,22.745,22.745,,22.230,,22.745,B,22.583,-.031,77,22.614,,,11/30/2020
SI,03,2021,,SIH21,Silver Futures,22.780,22.830,,21.960,,22.720,,22.593,-.046,93596,22.639,94529,123904,11/30/2020
SI,05,2021,,SIK21,Silver Futures,22.825,22.895,,22.040,A,22.790,B,22.661,-.050,1523,22.711,1142,10652,11/30/2020
SI,07,2021,,SIN21,Silver Futures,22.305,22.900,B,22.200,A,22.820,A,22.729,-.063,578,22.792,373,4941,11/30/2020
SI,09,2021,,SIU21,Silver Futures,22.625,22.950,B,22.275,A,22.895,A,22.800,-.057,255,22.857,82,1777,11/30/2020
SI,12,2021,,SIZ21,Silver Futures,23.125,23.125,,22.300,,22.895,A,22.902,-.057,116,22.959,171,1698,11/30/2020
SI,01,2022,,SIF22,Silver Futures,,,,,,23.130,B,22.927,-.057,0,22.984,,2,11/30/2020
SI,03,2022,,SIH22,Silver Futures,,,,,,23.210,B,22.979,-.057,0,23.036,,9,11/30/2020
SI,05,2022,,SIK22,Silver Futures,,,,,,23.185,B,23.029,-.057,0,23.086,,4,11/30/2020
SI,07,2022,,SIN22,Silver Futures,,,,,,23.220,B,23.080,-.057,0,23.137,,20,11/30/2020
SI,09,2022,,SIU22,Silver Futures,,,,,,23.240,B,23.103,-.057,0,23.160,,,11/30/2020
SI,12,2022,,SIZ22,Silver Futures,,,,,,23.395,B,23.194,-.057,0,23.251,,50,11/30/2020
SI,07,2023,,SIN23,Silver Futures,,,,,,,,23.354,-.057,0,23.411,,5,11/30/2020
SI,12,2023,,SIZ23,Silver Futures,,,,,,,,23.464,-.057,0,23.521,,1,11/30/2020
SI,07,2024,,SIN24,Silver Futures,,,,,,,,23.625,-.057,0,23.682,,2,11/30/2020
SI,12,2024,,SIZ24,Silver Futures,,,,,,,,23.735,-.057,0,23.792,,,11/30/2020
SI,07,2025,,SIN25,Silver Futures,,,,,,,,23.835,-.057,0,23.892,,,11/30/2020
SIL,12,2020,,SILZ20,Micro Silver Futures,22.740,22.750,,22.010,,22.630,A,22.534,-.019,74,22.553,2061,738,11/30/2020
SIL,01,2021,,SILF21,Micro Silver Futures,22.760,22.770,,21.945,,22.685,B,22.558,-.031,312,22.589,438,914,11/30/2020
SIL,02,2021,,SILG21,Micro Silver Futures,22.105,22.645,,22.105,,22.725,B,22.583,-.031,4,22.614,,,11/30/2020
SIL,03,2021,,SILH21,Micro Silver Futures,22.785,22.820,,21.955,,22.715,,22.593,-.046,11100,22.639,8995,2588,11/30/2020
SIL,05,2021,,SILK21,Micro Silver Futures,22.245,22.810,,22.230,,22.735,A,22.661,-.050,16,22.711,26,137,11/30/2020
SIL,07,2021,,SILN21,Micro Silver Futures,22.810,22.810,,22.270,,22.885,B,22.729,-.063,12,22.792,12,144,11/30/2020
SIL,09,2021,,SILU21,Micro Silver Futures,22.400,22.700,,22.400,,22.955,B,22.800,-.057,4,22.857,2,18,11/30/2020
SIT,03,2021,,SITH21,Silver Tas Futures,.000,.003,B,-.008,,-.008,,.000,UNCH,653,.000,,,11/30/2020
SIT,05,2021,,SITK21,Silver Tas Futures,.000,.000,,.000,,.000,,.000,UNCH,4,.000,,,11/30/2020
SIT,07,2021,,SITN21,Silver Tas Futures,,,,,,,,.000,UNCH,0,.000,,,11/30/2020
SIT,09,2021,,SITU21,Silver Tas Futures,,,,,,,,.000,UNCH,0,.000,,,11/30/2020
SIT,12,2021,,SITZ21,Silver Tas Futures,,,,,,,,.000,UNCH,0,.000,,,11/30/2020
SSP,12,2020,02,SSPZ20 D02,Dec 20 London Spot Silver,,,,,,,,22.510,-.670,0,23.180,,,11/30/2020
SSP,12,2020,03,SSPZ20 D03,Dec 20 London Spot Silver,,,,,,,,22.510,-.670,0,23.180,,,11/30/2020
SSP,12,2020,04,SSPZ20 D04,Dec 20 London Spot Silver,,,,,,,,22.510,-.670,0,23.180,,,11/30/2020
SSP,12,2020,07,SSPZ20 D07,Dec 20 London Spot Silver,,,,,,,,22.510,-.670,0,23.180,,,11/30/2020
SSP,12,2020,08,SSPZ20 D08,Dec 20 London Spot Silver,,,,,,,,22.510,-.670,0,23.180,,,11/30/2020
SSP,12,2020,09,SSPZ20 D09,Dec 20 London Spot Silver,,,,,,,,22.510,-.670,0,23.180,,,11/30/2020
SSP,12,2020,10,SSPZ20 D10,Dec 20 London Spot Silver,,,,,,,,22.510,-.670,0,23.180,,,11/30/2020
SSP,12,2020,11,SSPZ20 D11,Dec 20 London Spot Silver,,,,,,,,22.510,-.670,0,23.180,,,11/30/2020
SSP,12,2020,14,SSPZ20 D14,Dec 20 London Spot Silver,,,,,,,,22.510,-.670,0,23.180,,,11/30/2020
SSP,12,2020,15,SSPZ20 D15,Dec 20 London Spot Silver,,,,,,,,22.510,0,0,,,,11/30/2020
SSP,12,2020,16,SSPZ20 D16,Dec 20 London Spot Silver,,,,,,,,22.510,0,0,,,,11/30/2020
TIO,11,2020,,TIOX20,Iron Ore 62% Fes Cfr China (tsi) Futures,,,,,,,,124.62,+.37,0,124.25,,358,11/30/2020
TIO,12,2020,,TIOZ20,Iron Ore 62% Fes Cfr China (tsi) Futures,,,,,,,,129.31,+1.68,0,127.63,,453,11/30/2020
TIO,01,2021,,TIOF21,Iron Ore 62% Fes Cfr China (tsi) Futures,,,,,,,,126.06,+1.44,0,124.62,10,617,11/30/2020
TIO,02,2021,,TIOG21,Iron Ore 62% Fes Cfr China (tsi) Futures,,,,,,,,123.01,+1.51,0,121.50,,147,11/30/2020
TIO,03,2021,,TIOH21,Iron Ore 62% Fes Cfr China (tsi) Futures,,,,,,,,120.11,+1.36,0,118.75,,88,11/30/2020
TIO,04,2021,,TIOJ21,Iron Ore 62% Fes Cfr China (tsi) Futures,,,,,,,,117.45,+.06,0,117.39,,36,11/30/2020
TIO,05,2021,,TIOK21,Iron Ore 62% Fes Cfr China (tsi) Futures,,,,,,,,115.06,+1.17,0,113.89,,36,11/30/2020
TIO,06,2021,,TIOM21,Iron Ore 62% Fes Cfr China (tsi) Futures,,,,,,,,112.82,+1.15,0,111.67,,36,11/30/2020
TIO,07,2021,,TION21,Iron Ore 62% Fes Cfr China (tsi) Futures,,,,,,,,110.61,+1.03,0,109.58,,28,11/30/2020
TIO,08,2021,,TIOQ21,Iron Ore 62% Fes Cfr China (tsi) Futures,,,,,,,,108.57,+.99,0,107.58,,28,11/30/2020
TIO,09,2021,,TIOU21,Iron Ore 62% Fes Cfr China (tsi) Futures,,,,,,,,106.62,+.93,0,105.69,,28,11/30/2020
TIO,10,2021,,TIOV21,Iron Ore 62% Fes Cfr China (tsi) Futures,,,,,,,,104.78,+.88,0,103.90,,28,11/30/2020
TIO,11,2021,,TIOX21,Iron Ore 62% Fes Cfr China (tsi) Futures,,,,,,,,103.04,+.94,0,102.10,,28,11/30/2020
TIO,12,2021,,TIOZ21,Iron Ore 62% Fes Cfr China (tsi) Futures,,,,,,,,101.44,+1.14,0,100.30,,28,11/30/2020
UX,12,2020,,UXZ20,Uxc Uranium U3o8 Futures,,37.95,B,,,37.95,B,29.15,-.05,0,29.20,,3,11/30/2020
UX,08,2021,,UXQ21,Uxc Uranium U3o8 Futures,,,,,,,,29.95,-.10,0,30.05,,200,11/30/2020
UX,09,2021,,UXU21,Uxc Uranium U3o8 Futures,,,,,,,,30.10,-.10,0,30.20,,100,11/30/2020
ZNC,12,2020,,ZNCZ20,Zinc Futures,,,,,,,,2297.0,UNCH,0,2297.0,,,11/30/2020
ZNC,01,2021,,ZNCF21,Zinc Futures,,,,,,,,2297.0,UNCH,0,2297.0,,,11/30/2020
ZNC,02,2021,,ZNCG21,Zinc Futures,,,,,,,,2297.0,UNCH,0,2297.0,,,11/30/2020
ZNC,03,2021,,ZNCH21,Zinc Futures,,,,,,,,2297.0,UNCH,0,2297.0,,,11/30/2020
ZNC,04,2021,,ZNCJ21,Zinc Futures,,,,,,,,2297.0,UNCH,0,2297.0,,,11/30/2020
ZNC,05,2021,,ZNCK21,Zinc Futures,,,,,,,,2297.0,UNCH,0,2297.0,,,11/30/2020
ZNC,06,2021,,ZNCM21,Zinc Futures,,,,,,,,2297.0,UNCH,0,2297.0,,,11/30/2020
ZNC,07,2021,,ZNCN21,Zinc Futures,,,,,,,,2297.0,UNCH,0,2297.0,,,11/30/2020
ZNC,08,2021,,ZNCQ21,Zinc Futures,,,,,,,,2297.0,UNCH,0,2297.0,,,11/30/2020
ZNC,09,2021,,ZNCU21,Zinc Futures,,,,,,,,2297.0,UNCH,0,2297.0,,,11/30/2020
ZNC,10,2021,,ZNCV21,Zinc Futures,,,,,,,,2297.0,UNCH,0,2297.0,,,11/30/2020
ZNC,11,2021,,ZNCX21,Zinc Futures,,,,,,,,2297.0,UNCH,0,2297.0,,,11/30/2020